,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol,source
3214,ENSG00000105929,ATP6V0A4,866,50617, Vph1,HGNC
2116,ENSG00000099817,POLR2E,9192,5434, XAP4,HGNC
5710,ENSG00000125826,RBCK1,15864,10616, XAP4,HGNC
3930,ENSG00000111711,GOLT1B,20175,51026, YMR292W,HGNC
13666,ENSG00000174567,GOLT1A,24766,127845, YMR292W,HGNC
13376,ENSG00000172977,KAT5,5275,10524, ZC2HC5,HGNC
2842,ENSG00000103671,TRIP4,12310,9325, ZC2HC5,HGNC
17043,ENSG00000196660,SLC30A10,25355,55532, ZNT8,HGNC
11402,ENSG00000164756,SLC30A8,20303,169026, ZNT8,HGNC
31892,ENSG00000245680,ZNF585B,30948,92285, Zfp27,HGNC
17127,ENSG00000196967,ZNF585A,26305,199704, Zfp27,HGNC
10555,ENSG00000161203,AP2M1,564,1173, mu2,HGNC
6118,ENSG00000129354,AP1M2,558,10053, mu2,HGNC
5293,ENSG00000122735,DNAI1,2954,27019, oda6,HGNC
13053,ENSG00000171595,DNAI2,18744,64446, oda6,HGNC
3649,ENSG00000109320,NFKB1,7794,4790, p105,HGNC
1369,ENSG00000077150,NFKB2,7795,4791, p105,HGNC
7711,ENSG00000138768,USO1,30904,8615, p115,HGNC
1852,ENSG00000089820,ARHGAP4,674,393, p115,HGNC
4118,ENSG00000112983,BRD8,19874,10902, p120,HGNC
3907,ENSG00000111641,NOP2,7867,4839, p120,HGNC
17611,ENSG00000198561,CTNND1,2515,1500, p120,HGNC
8704,ENSG00000145715,RASA1,9871,5921, p120,HGNC
4574,ENSG00000116586,LAMTOR2,29796,28956, p14,HGNC
12165,ENSG00000167797,CDK2AP2,30833,10263, p14,HGNC
4167,ENSG00000113387,SUB1,19985,10923, p14,HGNC
9006,ENSG00000147889,CDKN2A,1787,1029, p14,HGNC
2068,ENSG00000097007,ABL1,76,25, p150,HGNC
11909,ENSG00000166825,ANPEP,500,290, p150,HGNC
16977,ENSG00000196455,PIK3R4,8982,30849, p150,HGNC
17008,ENSG00000196550,FAM72A,24044,729533, p17,HGNC
9036,ENSG00000148229,POLE3,13546,54107, p17,HGNC
7584,ENSG00000138085,ATRAID,24090,51374, p18,HGNC
14637,ENSG00000179636,TPPP2,19293,122664, p18,HGNC
9173,ENSG00000149357,LAMTOR1,26068,55004, p18,HGNC
5324,ENSG00000123080,CDKN2C,1789,1031, p18,HGNC
6119,ENSG00000129355,CDKN2D,1790,1032, p19,HGNC
9006,ENSG00000147889,CDKN2A,1787,1029, p19,HGNC
228,ENSG00000008869,HEATR5B,29273,54497, p200,HGNC
985,ENSG00000066777,ARFGEF1,15772,10565, p200,HGNC
16749,ENSG00000189079,ARID2,18037,196528, p200,HGNC
17171,ENSG00000197102,DYNC1H1,2961,1778, p22,HGNC
16331,ENSG00000187446,CHP1,17433,11261, p22,HGNC
21784,ENSG00000215021,PHB2,30306,11331, p22,HGNC
11916,ENSG00000166847,DCTN5,24594,84516, p25,HGNC
12991,ENSG00000171368,TPPP,24164,11076, p25,HGNC
14079,ENSG00000176749,CDK5R1,1775,8851, p35,HGNC
31437,ENSG00000243566,UPK3B,21444,105375355, p35,HGNC
12402,ENSG00000168811,IL12A,5969,3592, p35,HGNC
22445,ENSG00000220875,H3C9P,18982,100289545, p36,HGNC
5277,ENSG00000122643,NT5C3A,17820,51251, p36,HGNC
1222,ENSG00000073282,TP63,15979,8626, p40,HGNC
2403,ENSG00000100916,BRMS1L,20512,84312, p40,HGNC
12223,ENSG00000168028,RPSA,6502,3921, p40,HGNC
17597,ENSG00000198520,ARMH1,34345,339541, p40,HGNC
4559,ENSG00000116455,WDR77,29652,79084, p44,HGNC
8710,ENSG00000145736,GTF2H2,4656,2966, p44,HGNC
7554,ENSG00000137965,IFI44,16938,10561, p44,HGNC
1726,ENSG00000087191,PSMC5,9552,5705, p45,HGNC
8690,ENSG00000145604,SKP2,10901,6502, p45,HGNC
38475,ENSG00000270433,H3P37,19823,664611, p47,HGNC
9630,ENSG00000153487,ING1,6062,3621, p47,HGNC
1789,ENSG00000088833,NSFL1C,15912,55968, p47,HGNC
12276,ENSG00000168267,PTF1A,23734,256297, p48,HGNC
35999,ENSG00000259389,H3P38,31028,654505, p48,HGNC
3649,ENSG00000109320,NFKB1,7794,4790, p50,HGNC
7617,ENSG00000138303,ASCC1,24268,51008, p50,HGNC
1240,ENSG00000073792,IGF2BP2,28867,10644, p62,HGNC
6660,ENSG00000132912,DCTN4,15518,51164, p62,HGNC
5184,ENSG00000121774,KHDRBS1,18116,10657, p62,HGNC
3089,ENSG00000105383,CD33,1659,945, p67,HGNC
3840,ENSG00000111142,METAP2,16672,10988, p67,HGNC
11465,ENSG00000164985,PSIP1,9527,11168, p75,HGNC
1157,ENSG00000071564,TCF3,11633,6929, p75,HGNC
468,ENSG00000028137,TNFRSF1B,11917,7133, p75,HGNC
1328,ENSG00000075914,EXOSC7,28112,23016, p8,HGNC
13944,ENSG00000176046,NUPR1,29990,26471, p8,HGNC
15216,ENSG00000182712,CMC4,35428,100272147, p8,HGNC
8696,ENSG00000145675,PIK3R1,8979,5295, p85,HGNC
1784,ENSG00000088808,PPP1R13B,14950,23368, p85,HGNC
5647,ENSG00000125503,PPP1R12C,14947,54776, p85,HGNC
3148,ENSG00000105647,PIK3R2,8980,5296, p85,HGNC
9645,ENSG00000153774,CFDP1,1873,10428, p97,HGNC
3758,ENSG00000110321,EIF4G2,3297,1982, p97,HGNC
14598,ENSG00000179409,GEMIN4,15717,50628, p97,HGNC
11532,ENSG00000165280,VCP,12666,7415, p97,HGNC
23852,ENSG00000224960,PPP4R3C,33146,139420, smk1,HGNC
2380,ENSG00000100796,PPP4R3A,20219,55671, smk1,HGNC
10231,ENSG00000158792,SPATA2L,28393,124044, tamo,HGNC
10190,ENSG00000158480,SPATA2,14681,9825, tamo,HGNC
913,ENSG00000065135,GNAI3,4387,2773,87U6,HGNC
19772,ENSG00000206832,RNU6V,10230,6071,87U6,HGNC
11356,ENSG00000164609,SLU7,16939,10569,9G8,HGNC
4485,ENSG00000115875,SRSF7,10789,6432,9G8,HGNC
525,ENSG00000035928,RFC1,9969,5981,A1,HGNC
664,ENSG00000049541,RFC2,9970,5982,A1,HGNC
11141,ENSG00000163918,RFC4,9972,5984,A1,HGNC
6026,ENSG00000128591,FLNC,3756,2318,ABP-280,HGNC
17115,ENSG00000196924,FLNA,3754,2316,ABP-280,HGNC
36429,ENSG00000260943,LINC02555,53593,101930164,AC079630.2,HGNC
23347,ENSG00000223914,LINC02471,53410,105369734,AC079630.2,HGNC
29996,ENSG00000239149,SNORA59A,32653,677885,ACA59,HGNC
37630,ENSG00000266079,SNORA59B,32658,677882,ACA59,HGNC
40315,ENSG00000282608,ADORA3,268,140,AD026,HGNC
5203,ENSG00000121933,TMIGD3,51375,57413,AD026,HGNC
1145,ENSG00000071127,WDR1,12754,9948,AIP1,HGNC
12805,ENSG00000170540,ARL6IP1,697,23204,AIP1,HGNC
5341,ENSG00000123165,ACTRT1,24027,139741,AIP1,HGNC
16328,ENSG00000187391,MAGI2,18957,9863,AIP1,HGNC
17547,ENSG00000198336,MYL4,7585,4635,ALC1,HGNC
6476,ENSG00000131778,CHD1L,1916,9557,ALC1,HGNC
41314,,ATHS,793,,ALP,HGNC
21413,ENSG00000213927,CCL27,10626,10850,ALP,HGNC
9748,ENSG00000154553,PDLIM3,20767,27295,ALP,HGNC
12079,ENSG00000167548,KMT2D,7133,8085,ALR,HGNC
4698,ENSG00000117448,AKR1A1,380,10327,ALR,HGNC
1663,ENSG00000085662,AKR1B1,381,231,AR,HGNC
3650,ENSG00000109321,AREG,651,374,AR,HGNC
2475,ENSG00000101246,ARFRP1,662,10139,ARP,HGNC
8628,ENSG00000145050,MANF,15461,7873,ARP,HGNC
6752,ENSG00000133627,ACTR3B,17256,57180,ARP11,HGNC
3314,ENSG00000106526,ACTR3C,37282,653857,ARP11,HGNC
7332,ENSG00000136859,ANGPTL2,490,23452,ARP2,HGNC
7575,ENSG00000138071,ACTR2,169,10097,ARP2,HGNC
4351,ENSG00000115091,ACTR3,170,10096,ARP3,HGNC
6003,ENSG00000128383,APOBEC3A,17343,200315,ARP3,HGNC
31517,ENSG00000243811,APOBEC3D,17354,140564,ARP6,HGNC
1285,ENSG00000075089,ACTR6,24025,64431,ARP6,HGNC
43608,,RIEG2,10015,,ARS,HGNC
5784,ENSG00000126233,SLURP1,18746,57152,ARS,HGNC
7258,ENSG00000136450,SRSF1,10780,6426,ASF,HGNC
837,ENSG00000062096,ARSF,721,416,ASF,HGNC
3511,ENSG00000108381,ASPA,756,443,ASP,HGNC
8680,ENSG00000145491,ROPN1L,24060,83853,ASP,HGNC
775,ENSG00000057663,ATG5,589,9474,ASP,HGNC
2524,ENSG00000101440,ASIP,745,434,ASP,HGNC
40319,ENSG00000282728,PGR-AS1,52650,101054525,AT1,HGNC
8611,ENSG00000144891,AGTR1,336,185,AT1,HGNC
5259,ENSG00000122507,BBS9,30000,27241,B1,HGNC
9987,ENSG00000156738,MS4A1,7315,931,B1,HGNC
10269,ENSG00000159147,DONSON,2993,29980,B17,HGNC
11527,ENSG00000165264,NDUFB6,7701,4712,B17,HGNC
2109,ENSG00000099795,NDUFB7,7702,4713,B18,HGNC
11961,ENSG00000166979,EVA1C,13239,59271,B18,HGNC
177,ENSG00000007312,CD79B,1699,974,B29,HGNC
6803,ENSG00000134042,MRO,24121,83876,B29,HGNC
3921,ENSG00000111676,ATN1,3033,1822,B37,HGNC
19554,ENSG00000205929,EPCIP,1305,56245,B37,HGNC
12882,ENSG00000170906,NDUFA3,7686,4696,B9,HGNC
3558,ENSG00000108641,B9D1,24123,27077,B9,HGNC
5648,ENSG00000125505,MBOAT7,15505,79143,BB1,HGNC
7090,ENSG00000135577,NMBR,7843,4829,BB1,HGNC
1870,ENSG00000090339,ICAM1,5344,3383,BB2,HGNC
5767,ENSG00000126010,GRPR,4609,2925,BB2,HGNC
13169,ENSG00000172062,SMN1,11117,6606,BCD541,HGNC
19464,ENSG00000205571,SMN2,11118,6607,BCD541,HGNC
12212,ENSG00000167995,BEST1,12703,7439,BMD,HGNC
17793,ENSG00000198947,DMD,2928,1756,BMD,HGNC
4445,ENSG00000115593,SMYD1,20986,150572,BOP,HGNC
6036,ENSG00000128617,OPN1SW,1012,611,BOP,HGNC
3800,ENSG00000110768,GTF2H1,4655,2965,BTF2,HGNC
3881,ENSG00000111358,GTF2H3,4657,2967,BTF2,HGNC
8710,ENSG00000145736,GTF2H2,4656,2966,BTF2,HGNC
5524,ENSG00000124508,BTN2A2,1137,10385,BTF2,HGNC
5306,ENSG00000122863,CHST3,1971,9469,C6ST,HGNC
13800,ENSG00000175264,CHST1,1969,8534,C6ST,HGNC
13754,ENSG00000175040,CHST2,1970,9435,C6ST,HGNC
14914,ENSG00000181143,MUC16,15582,94025,CA125,HGNC
16607,ENSG00000188554,NBR1,6746,4077,CA125,HGNC
12585,ENSG00000169598,DFFB,2773,1677,CAD,HGNC
2699,ENSG00000102794,ACOD1,33904,730249,CAD,HGNC
6808,ENSG00000134058,CDK7,1778,1022,CAK1,HGNC
2705,ENSG00000102854,MSLN,7371,10232,CAK1,HGNC
16742,ENSG00000189057,FAM111B,24200,374393,CANP,HGNC
5787,ENSG00000126247,CAPNS1,1481,826,CANP,HGNC
11698,ENSG00000165996,HACD1,9639,9200,CAP,HGNC
6404,ENSG00000131236,CAP1,20040,10487,CAP,HGNC
4173,ENSG00000113441,LNPEP,6656,4012,CAP,HGNC
9755,ENSG00000154639,CXADR,2559,1525,CAR,HGNC
17414,ENSG00000197912,SPG7,11237,6687,CAR,HGNC
21570,ENSG00000214319,CXADRP1,23770,653108,CAR,HGNC
8264,ENSG00000142867,BCL10,989,8915,CARMEN,HGNC
32549,ENSG00000249669,CARMN,42872,728264,CARMEN,HGNC
41715,,DGCR,2844,1714,CATCH22,HGNC
15542,ENSG00000184058,TBX1,11592,6899,CATCH22,HGNC
13748,ENSG00000174990,CA5A,1377,763,CAV,HGNC
3222,ENSG00000105971,CAV2,1528,858,CAV,HGNC
18928,ENSG00000203747,FCGR3A,3619,2214,CD16,HGNC
10788,ENSG00000162747,FCGR3B,3620,2215,CD16,HGNC
8321,ENSG00000143226,FCGR2A,3616,2212,CD32,HGNC
1199,ENSG00000072694,FCGR2B,3618,2213,CD32,HGNC
10977,ENSG00000163464,CXCR1,6026,3577,CKR-1,HGNC
11112,ENSG00000163823,CCR1,1602,1230,CKR-1,HGNC
2317,ENSG00000100478,AP4S1,575,11154,CLA20,HGNC
1122,ENSG00000070718,AP3M2,570,10947,CLA20,HGNC
12402,ENSG00000168811,IL12A,5969,3592,CLMF,HGNC
4154,ENSG00000113302,IL12B,5970,3593,CLMF,HGNC
6095,ENSG00000129170,CSRP3,2472,8048,CLP,HGNC
2770,ENSG00000103187,COTL1,18304,23406,CLP,HGNC
14400,ENSG00000178363,CALML3,1452,810,CLP,HGNC
43306,,PCDHA@,8662,56117,CNR1,HGNC
19333,ENSG00000204967,PCDHA4,8670,56144,CNR1,HGNC
40972,ENSG00000284844,TOMT,55527,120356740,COMT2,HGNC
40980,ENSG00000284922,LRTOMT,25033,220074,COMT2,HGNC
17709,ENSG00000198804,MT-CO1,7419,4512,COX1,HGNC
2019,ENSG00000095303,PTGS1,9604,5742,COX1,HGNC
17660,ENSG00000198712,MT-CO2,7421,4513,COX2,HGNC
1239,ENSG00000073756,PTGS2,9605,5743,COX2,HGNC
11732,ENSG00000166143,PPP1R14D,14953,54866,CPI17-like,HGNC
17670,ENSG00000198729,PPP1R14C,14952,81706,CPI17-like,HGNC
8907,ENSG00000147155,EBP,3133,10682,CPX,HGNC
1506,ENSG00000080819,CPOX,2321,1371,CPX,HGNC
16933,ENSG00000196352,CD55,2665,1604,CR,HGNC
16075,ENSG00000186197,EDARADD,14341,128178,CR,HGNC
30663,ENSG00000241186,CRIPTO,11701,6997,CR,HGNC
8963,ENSG00000147571,CRH,2355,1392,CRF,HGNC
6381,ENSG00000131094,C1QL1,24182,10882,CRF,HGNC
7645,ENSG00000138434,ITPRID2,11319,6744,CS-1,HGNC
13252,ENSG00000172399,MYOZ2,1330,51778,CS-1,HGNC
35853,ENSG00000258992,TSPY1,12381,7258,CT78,HGNC
25586,ENSG00000228927,TSPY3,33876,728137,CT78,HGNC
36513,ENSG00000261279,ULK4P1,15775,89838,D-X,HGNC
41981,,FAM7A5,15779,,D-X,HGNC
36222,ENSG00000260128,ULK4P2,15776,100288380,D-X,HGNC
41980,,FAM7A4,15778,,D-X,HGNC
14352,ENSG00000178081,ULK4P3,15777,89837,D-X,HGNC
1408,ENSG00000078098,FAP,3590,2191,DPPIV,HGNC
17335,ENSG00000197635,DPP4,3009,1803,DPPIV,HGNC
7852,ENSG00000139726,DENR,2769,8562,DRP,HGNC
9556,ENSG00000152818,UTRN,12635,7402,DRP,HGNC
1206,ENSG00000072832,CRMP1,2365,1400,DRP-1,HGNC
520,ENSG00000035664,DAPK2,2675,23604,DRP-1,HGNC
12067,ENSG00000167513,CDT1,24576,81620,DUP,HGNC
4157,ENSG00000113318,MSH3,7326,4437,DUP,HGNC
18191,ENSG00000200320,SNORA63,10106,6043,E3,HGNC
8296,ENSG00000143149,ALDH9A1,412,223,E3,HGNC
4494,ENSG00000115944,COX7A2L,2289,9167,EB1,HGNC
2510,ENSG00000101367,MAPRE1,6890,22919,EB1,HGNC
4186,ENSG00000113558,SKP1,10899,6500,EMC19,HGNC
26623,ENSG00000231234,SKP1P1,33696,6922,EMC19,HGNC
5117,ENSG00000121053,EPX,3423,8288,EPO,HGNC
2649,ENSG00000102265,TIMP1,11820,7076,EPO,HGNC
10970,ENSG00000163435,ELF3,3318,1999,EPR-1,HGNC
1845,ENSG00000089685,BIRC5,593,332,EPR-1,HGNC
41823,,EPR1,3417,,EPR-1,HGNC
5584,ENSG00000124882,EREG,3443,2069,ER,HGNC
1941,ENSG00000091831,ESR1,3467,2099,ER,HGNC
6597,ENSG00000132589,FLOT2,3758,2319,ESA,HGNC
95,ENSG00000005421,PON1,9204,5444,ESA,HGNC
29509,ENSG00000237613,FAM138A,32334,645520,F379,HGNC
32338,ENSG00000249054,FAM138D,33583,677784,F379,HGNC
32285,ENSG00000248893,FAM138E,32335,100124412,F379,HGNC
40312,ENSG00000282591,FAM138F,33581,641702,F379,HGNC
22269,ENSG00000218839,FAM138C,32333,654835,F379,HGNC
24570,ENSG00000226516,FAM138B,33582,654412,F379,HGNC
7826,ENSG00000139618,BRCA2,1101,675,FAD,HGNC
8553,ENSG00000144554,FANCD2,3585,2177,FAD,HGNC
1505,ENSG00000080815,PSEN1,9508,5663,FAD,HGNC
4817,ENSG00000118564,FBXL5,13602,26234,FBL4,HGNC
4016,ENSG00000112234,FBXL4,13601,26235,FBL4,HGNC
10740,ENSG00000162613,FUBP1,4004,8880,FBP,HGNC
4883,ENSG00000119396,RAB14,16524,51552,FBP,HGNC
7293,ENSG00000136694,IL36A,15562,27179,FIL1,HGNC
7294,ENSG00000136695,IL36RN,15561,26525,FIL1,HGNC
7295,ENSG00000136696,IL36B,15564,27177,FIL1,HGNC
5659,ENSG00000125571,IL37,15563,27178,FIL1,HGNC
18970,ENSG00000203880,PCMTD2,15882,55251,FLJ10883,HGNC
12289,ENSG00000168300,PCMTD1,30483,115294,FLJ10883,HGNC
15370,ENSG00000183354,BRD10,23378,158358,FLJ20375,HGNC
16563,ENSG00000188352,FOCAD,23377,54914,FLJ20375,HGNC
9430,ENSG00000151812,SLC35F4,19845,341880,FLJ37712,HGNC
15481,ENSG00000183780,SLC35F3,23616,148641,FLJ37712,HGNC
41158,ENSG00000288784,CTAGE4,24772,100128553,FLJ43692,HGNC
21095,ENSG00000213214,ARHGEF35,33846,445328,FLJ43692,HGNC
1228,ENSG00000073578,SDHA,10680,6389,FP,HGNC
5250,ENSG00000122420,PTGFR,9600,5737,FP,HGNC
4992,ENSG00000120063,GNA13,4381,10672,G13,HGNC
21301,ENSG00000213676,ATF6B,2349,1388,G13,HGNC
19090,ENSG00000204304,PBX2,8633,5089,G17,HGNC
16559,ENSG00000188338,SLC38A3,18044,10991,G17,HGNC
3768,ENSG00000110427,KIAA1549L,24836,25758,G2,HGNC
19154,ENSG00000204469,PRRC2A,13918,7916,G2,HGNC
25685,ENSG00000229150,CRYGEP,2412,200575,G2,HGNC
39377,ENSG00000275113,GAGE2E,31960,26749,GAGE8,HGNC
42169,,GAGE2D,31959,729408,GAGE8,HGNC
19357,ENSG00000205076,LGALS7,6568,3963,GAL7,HGNC
14499,ENSG00000178934,LGALS7B,34447,653499,GAL7,HGNC
505,ENSG00000033800,PIAS1,2752,8554,GBP,HGNC
2183,ENSG00000100097,LGALS1,6561,3956,GBP,HGNC
124,ENSG00000006118,TMEM132A,31092,54972,GBP,HGNC
1639,ENSG00000084754,HADHA,4801,3030,GBP,HGNC
10929,ENSG00000163286,ALPG,441,251,GCAP,HGNC
645,ENSG00000048545,GUCA1A,4678,2978,GCAP,HGNC
4385,ENSG00000115271,GCA,15990,25801,GCL,HGNC
31671,ENSG00000244234,GMCL2,19717,64396,GCL,HGNC
9024,ENSG00000148154,UGCG,12524,7357,GCS,HGNC
8,ENSG00000001084,GCLC,4311,2729,GCS,HGNC
9092,ENSG00000148672,GLUD1,4335,2746,GDH,HGNC
3699,ENSG00000109814,UGDH,12525,7358,GDH,HGNC
11567,ENSG00000165475,CRYL1,18246,51084,GDH,HGNC
30595,ENSG00000240972,MIF,7097,4282,GIF,HGNC
1730,ENSG00000087250,MT3,7408,4504,GIF,HGNC
8265,ENSG00000142871,CCN1,2654,3491,GIG1,HGNC
3086,ENSG00000105374,NKG7,7830,4818,GIG1,HGNC
22384,ENSG00000220201,ZGLP1,37245,100125288,GLP1,HGNC
4381,ENSG00000115263,GCG,4191,2641,GLP1,HGNC
7586,ENSG00000138095,LRPPRC,15714,10128,GP130,HGNC
6870,ENSG00000134352,IL6ST,6021,3572,GP130,HGNC
4168,ENSG00000113389,NPR3,7945,4883,GUCY2B,HGNC
10367,ENSG00000159899,NPR2,7944,4882,GUCY2B,HGNC
1396,ENSG00000077782,FGFR1,3688,2260,H2,HGNC
3374,ENSG00000107014,RLN2,10027,6019,H2,HGNC
39875,ENSG00000277858,H2AB2,18298,474381,H2A.B.1,HGNC
39857,ENSG00000277745,H2AB3,14455,83740,H2A.B.1,HGNC
23210,ENSG00000223609,HBD,4829,3045,HBK,HGNC
19600,ENSG00000206177,HBM,4826,3042,HBK,HGNC
4460,ENSG00000115677,HDLBP,4857,3069,HBP,HGNC
11153,ENSG00000163950,SLBP,10904,7884,HBP,HGNC
11580,ENSG00000165509,MAGEC3,23798,139081,HCA2,HGNC
15228,ENSG00000182782,HCAR2,24827,338442,HCA2,HGNC
16187,ENSG00000186675,MAGEE2,24935,139599,HCA3,HGNC
34949,ENSG00000255398,HCAR3,16824,8843,HCA3,HGNC
7036,ENSG00000135346,CGA,1885,1081,HCG,HGNC
16740,ENSG00000189052,CGB5,16452,93659,HCG,HGNC
1342,ENSG00000076351,SLC46A1,30521,113235,HCP1,HGNC
25778,ENSG00000229357,CYCSP51,24383,343045,HCP1,HGNC
19397,ENSG00000205268,PDE7A,8791,5150,HCP1,HGNC
5805,ENSG00000126457,PRMT1,5187,3276,HCP1,HGNC
5186,ENSG00000121797,CCRL2,1612,9034,HCR,HGNC
19179,ENSG00000204536,CCHCR1,13930,54535,HCR,HGNC
10299,ENSG00000159267,HLCS,4976,3141,HCS,HGNC
13175,ENSG00000172115,CYCS,19986,54205,HCS,HGNC
11427,ENSG00000164871,SPAG11B,14534,10407,HE2,HGNC
14391,ENSG00000178287,SPAG11A,33342,653423,HE2,HGNC
41884,,ERVK3,3456,,HERV-K,HGNC
41883,,ERVK2,3455,,HERV-K,HGNC
1224,ENSG00000073350,LLGL2,6629,3993,HGL,HGNC
15132,ENSG00000182333,LIPF,6622,8513,HGL,HGNC
17590,ENSG00000198492,YTHDF2,31675,51441,HGRG8,HGNC
38492,ENSG00000270503,YTHDF2P1,19865,400209,HGRG8,HGNC
13158,ENSG00000172016,REG3A,8601,5068,HIP,HGNC
11234,ENSG00000164161,HHIP,14866,64399,HIP,HGNC
10665,ENSG00000162244,RPL29,10331,6159,HIP,HGNC
45477,,VIS1,12696,7435,HIS1,HGNC
5816,ENSG00000126550,HTN1,5283,3346,HIS1,HGNC
2013,ENSG00000095066,HOOK2,19885,29911,HK2,HGNC
1053,ENSG00000068796,KIF2A,6318,3796,HK2,HGNC
4680,ENSG00000117305,HMGCL,5005,3155,HL,HGNC
11710,ENSG00000166035,LIPC,6619,3990,HL,HGNC
13534,ENSG00000173805,HAP1,4812,9001,HLP,HGNC
19106,ENSG00000204351,SKIC2,10898,6499,HLP,HGNC
2010,ENSG00000095002,MSH2,7325,4436,HNPCC,HGNC
1337,ENSG00000076242,MLH1,7127,4292,HNPCC,HGNC
15206,ENSG00000182667,NTM,17941,50863,HNT,HGNC
5567,ENSG00000124782,RREB1,10449,6239,HNT,HGNC
2760,ENSG00000103145,HCFC1R1,21198,54985,HPIP,HGNC
10942,ENSG00000163346,PBXIP1,21199,57326,HPIP,HGNC
3626,ENSG00000109103,UNC119,12565,9094,HRG4,HGNC
12622,ENSG00000169752,NRG4,29862,145957,HRG4,HGNC
6858,ENSG00000134308,YWHAQ,12854,10971,HS1,HGNC
14765,ENSG00000180353,HCLS1,4844,3059,HS1,HGNC
3577,ENSG00000108786,HSD17B1,5210,3292,HSD17,HGNC
1702,ENSG00000086696,HSD17B2,5211,3294,HSD17,HGNC
31546,ENSG00000243896,OR2A7,8234,401427,HSDJ0798C17,HGNC
25601,ENSG00000228960,OR2A9P,8236,441295,HSDJ0798C17,HGNC
5693,ENSG00000125779,PANK2,15894,80025,HSS,HGNC
5918,ENSG00000127554,GFER,4236,2671,HSS,HGNC
211,ENSG00000008294,SPAG9,14524,9043,HSS,HGNC
14969,ENSG00000181523,SGSH,10818,6448,HSS,HGNC
16003,ENSG00000185947,ZNF267,13060,10308,HZF2,HGNC
45584,,ZNF126,12909,,HZF2,HGNC
45583,,ZNF125,12908,,HZF3,HGNC
1887,ENSG00000090612,ZNF268,13061,10795,HZF3,HGNC
17076,ENSG00000196776,CD47,1682,961,IAP,HGNC
10933,ENSG00000163295,ALPI,437,248,IAP,HGNC
21145,ENSG00000213335,CLNS1AP1,2081,1204,ICln,HGNC
1252,ENSG00000074201,CLNS1A,2080,1207,ICln,HGNC
42460,,IGHVOR16@,5712,,IGHV,HGNC
