,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol,source
42459,,IGHVOR15@,5711,,IGHV,HGNC
42453,,IGHV4-30-4,5648,28397,IGHV4-3,HGNC
42452,,IGHV4-30-2,5647,28398,IGHV4-3,HGNC
17223,ENSG00000197272,IL27,19157,246778,IL-27,HGNC
13264,ENSG00000172458,IL17D,5984,53342,IL-27,HGNC
5948,ENSG00000127946,HIP1,4913,3092,ILWEQ,HGNC
7383,ENSG00000137076,TLN1,11845,7094,ILWEQ,HGNC
15730,ENSG00000184903,IMMP2L,14598,83943,IMP2,HGNC
10112,ENSG00000157837,SPPL3,30424,121665,IMP2,HGNC
20540,ENSG00000211690,TRGJ1,12277,6968,J1,HGNC
20482,ENSG00000211597,IGKJ1,5719,28950,J1,HGNC
20481,ENSG00000211596,IGKJ2,5720,28949,J2,HGNC
20537,ENSG00000211687,TRGJ2,12278,6969,J2,HGNC
5884,ENSG00000127314,RAP1B,9857,5908,K-REV,HGNC
5607,ENSG00000125249,RAP2A,9861,5911,K-REV,HGNC
16315,ENSG00000187242,KRT12,6414,3859,K12,HGNC
8121,ENSG00000141574,SECTM1,10707,6398,K12,HGNC
7073,ENSG00000135480,KRT7,6445,3855,K7,HGNC
43600,,RBPJP4,13687,58163,K7,HGNC
6652,ENSG00000132854,KANK4,27263,163782,KIAA0172,HGNC
3381,ENSG00000107104,KANK1,19309,23189,KIAA0172,HGNC
907,ENSG00000064999,ANKS1A,20961,23294,KIAA0229,HGNC
5552,ENSG00000124678,TCP11,11658,6954,KIAA0229,HGNC
5909,ENSG00000127511,SIN3B,19354,23309,KIAA0700,HGNC
12541,ENSG00000169375,SIN3A,19353,25942,KIAA0700,HGNC
28082,ENSG00000234420,ZNF37BP,13103,100129482,KOX21,HGNC
1305,ENSG00000075407,ZNF37A,13102,7587,KOX21,HGNC
15249,ENSG00000182871,COL18A1,2195,80781,KS,HGNC
9333,ENSG00000151093,OXSM,26063,54995,KS,HGNC
15900,ENSG00000185565,LSAMP,6705,4045,LAMP,HGNC
1407,ENSG00000078081,LAMP3,14582,27074,LAMP,HGNC
13202,ENSG00000172216,CEBPB,1834,1051,LAP,HGNC
6907,ENSG00000134575,ACP2,123,53,LAP,HGNC
2785,ENSG00000103257,SLC7A5,11063,8140,LAT1,HGNC
21292,ENSG00000213658,LAT,18874,27040,LAT1,HGNC
107,ENSG00000005844,ITGAL,6148,3683,LFA-1,HGNC
10427,ENSG00000160255,ITGB2,6155,3689,LFA-1,HGNC
22085,ENSG00000216740,ANXA2P3,540,305,LIP2,HGNC
15217,ENSG00000182718,ANXA2,537,302,LIP2,HGNC
10808,ENSG00000162836,ACP6,29609,51205,LPAP,HGNC
21176,ENSG00000213402,PTPRCAP,9667,5790,LPAP,HGNC
5365,ENSG00000123384,LRP1,6692,4035,LRP,HGNC
12223,ENSG00000168028,RPSA,6502,3921,LRP,HGNC
330,ENSG00000013364,MVP,7531,9961,LRP,HGNC
6614,ENSG00000132670,PTPRA,9664,5786,LRP,HGNC
400,ENSG00000020426,MNAT1,7181,4331,MAT1,HGNC
28585,ENSG00000235531,MSC-AS1,48724,100132891,MAT1,HGNC
2203,ENSG00000100156,SLC16A8,16270,23539,MCT3,HGNC
8107,ENSG00000141526,SLC16A3,10924,9123,MCT3,HGNC
651,ENSG00000049089,COL9A2,2218,1298,MED,HGNC
3154,ENSG00000105664,COMP,2227,1311,MED,HGNC
32882,ENSG00000250641,LY6G6F-LY6G6D,38821,110599563,MEGT1,HGNC
31714,ENSG00000244355,LY6G6D,13935,58530,MEGT1,HGNC
11914,ENSG00000166840,GLYATL1,30519,92292,MGC15397,HGNC
11134,ENSG00000163900,TMEM41A,30544,90407,MGC15397,HGNC
10286,ENSG00000159214,CCDC24,28688,149473,MGC45441,HGNC
14313,ENSG00000177868,SVBP,29204,374969,MGC45441,HGNC
16825,ENSG00000189409,MMP23B,7171,8510,MIFR,HGNC
22017,ENSG00000215914,MMP23A,7170,8511,MIFR,HGNC
461,ENSG00000027001,MIPEP,7104,4285,MIP,HGNC
1591,ENSG00000083312,TNPO1,6401,3842,MIP,HGNC
7846,ENSG00000139697,SBNO1,22973,55206,MOP3,HGNC
6772,ENSG00000133794,BMAL1,701,406,MOP3,HGNC
3647,ENSG00000109270,LAMTOR3,15606,8649,MP1,HGNC
3471,ENSG00000107959,PITRM1,17663,10531,MP1,HGNC
5898,ENSG00000127415,IDUA,5391,3425,MPS1,HGNC
4092,ENSG00000112742,TTK,12401,7272,MPS1,HGNC
22218,ENSG00000218283,MORF4L1P1,20400,326591,MRG1,HGNC
11323,ENSG00000164442,CITED2,1987,10370,MRG1,HGNC
6819,ENSG00000134138,MEIS2,7001,4212,MRG1,HGNC
14574,ENSG00000179277,MEIS3P1,7002,4213,MRG2,HGNC
3099,ENSG00000105419,MEIS3,29537,56917,MRG2,HGNC
14736,ENSG00000180209,MYL11,29824,29895,MRLC2,HGNC
4824,ENSG00000118680,MYL12B,29827,103910,MRLC2,HGNC
6224,ENSG00000130299,GTPBP3,14880,84705,MSS1,HGNC
10546,ENSG00000161057,PSMC2,9548,5701,MSS1,HGNC
6317,ENSG00000130758,MAP3K10,6849,4294,MST,HGNC
5994,ENSG00000128309,MPST,7223,4357,MST,HGNC
34669,ENSG00000254798,TFAMP2,11638,260340,MTTF1,HGNC
26277,ENSG00000230444,TFAMP1,11636,260341,MTTF1,HGNC
16583,ENSG00000188428,BLOC1S5,18561,63915,MU,HGNC
3324,ENSG00000106588,PSMA2,9531,5683,MU,HGNC
6825,ENSG00000134184,GSTM1,4632,2944,MU,HGNC
9426,ENSG00000151779,NBAS,15625,51594,NAG,HGNC
3575,ENSG00000108784,NAGLU,7632,4669,NAG,HGNC
6424,ENSG00000131400,NAPSA,13395,9476,NAP1,HGNC
10994,ENSG00000163512,AZI2,24002,64343,NAP1,HGNC
680,ENSG00000050438,SLC4A8,11034,9498,NBC3,HGNC
506,ENSG00000033867,SLC4A7,11033,9497,NBC3,HGNC
8937,ENSG00000147403,RPL10,10298,6134,NOV,HGNC
4291,ENSG00000114554,PLXNA1,9099,5361,NOV,HGNC
15185,ENSG00000182575,NXPH3,8077,11248,NPH3,HGNC
4233,ENSG00000113971,NPHP3,7907,27031,NPH3,HGNC
2079,ENSG00000099250,NRP1,8004,8829,NRP,HGNC
16287,ENSG00000187109,NAP1L1,7637,4673,NRP,HGNC
8902,ENSG00000147133,TAF1,11535,6872,NSCL2,HGNC
14249,ENSG00000177551,NHLH2,7818,4808,NSCL2,HGNC
10849,ENSG00000162981,LRATD1,20743,151354,NSE1,HGNC
12493,ENSG00000169189,NSMCE1,29897,197370,NSE1,HGNC
7544,ENSG00000137936,BCAR3,973,8412,NSP2,HGNC
5687,ENSG00000125744,RTN2,10468,6253,NSP2,HGNC
128,ENSG00000006210,CX3CL1,10647,6376,NTN,HGNC
12935,ENSG00000171119,NRTN,8007,4902,NTN,HGNC
9227,ENSG00000149742,SLC22A9,16261,114571,OAT4,HGNC
12232,ENSG00000168065,SLC22A11,18120,55867,OAT4,HGNC
8311,ENSG00000143190,POU2F1,9212,5451,OCT1,HGNC
13751,ENSG00000175003,SLC22A1,10963,6580,OCT1,HGNC
4060,ENSG00000112499,SLC22A2,10966,6582,OCT2,HGNC
470,ENSG00000028277,POU2F2,9213,5452,OCT2,HGNC
8827,ENSG00000146477,SLC22A3,10967,6581,OCT3,HGNC
19177,ENSG00000204531,POU5F1,9221,5460,OCT3,HGNC
4640,ENSG00000116985,BMP8B,1075,656,OP-2,HGNC
15449,ENSG00000183682,BMP8A,21650,353500,OP-2,HGNC
34882,ENSG00000255261,OR7E4P,8424,8585,OR11-11a,HGNC
14217,ENSG00000177400,OR7E8P,8458,346708,OR11-11a,HGNC
7418,ENSG00000137252,HCRTR2,4849,3062,OX2R,HGNC
11031,ENSG00000163606,CD200R1,24235,131450,OX2R,HGNC
4355,ENSG00000115128,SF3B6,30096,51639,P14,HGNC
10916,ENSG00000163220,S100A9,10499,6280,P14,HGNC
11064,ENSG00000163684,RPP14,30327,11102,P14,HGNC
6611,ENSG00000132661,NXT1,15913,29107,P15,HGNC
9004,ENSG00000147883,CDKN2B,1788,1030,P15,HGNC
16130,ENSG00000186448,ZNF197,12988,10168,P18,HGNC
17596,ENSG00000198517,MAFK,6782,7975,P18,HGNC
5562,ENSG00000124762,CDKN1A,1784,1026,P21,HGNC
12405,ENSG00000168824,NSG1,18790,27065,P21,HGNC
3109,ENSG00000105472,CLEC11A,10576,6320,P47,HGNC
4497,ENSG00000115956,PLEK,9070,5341,P47,HGNC
11966,ENSG00000167004,PDIA3,4606,2923,P58,HGNC
2683,ENSG00000102580,DNAJC3,9439,5611,P58,HGNC
8398,ENSG00000143546,S100A8,10498,6279,P8,HGNC
15840,ENSG00000185290,NUPR2,44164,389493,P8,HGNC
1126,ENSG00000070756,PABPC1,8554,26986,PABP1,HGNC
26835,ENSG00000231707,PABPC1P1,8558,26980,PABP1,HGNC
9434,ENSG00000151846,PABPC3,8556,5042,PABP3,HGNC
26388,ENSG00000230673,PABPC1P3,8560,26978,PABP3,HGNC
12789,ENSG00000170476,MZB1,30125,51237,PACAP,HGNC
8083,ENSG00000141433,ADCYAP1,241,116,PACAP,HGNC
9085,ENSG00000148602,LRIT1,23404,26103,PAL,HGNC
8708,ENSG00000145730,PAM,8596,5066,PAL,HGNC
4121,ENSG00000112996,MRPS30,8769,10884,PAP,HGNC
9619,ENSG00000153317,ASAP1,2720,50807,PAP,HGNC
1861,ENSG00000090060,PAPOLA,14981,10914,PAP,HGNC
9078,ENSG00000148498,PARD3,16051,56288,PAR3,HGNC
11257,ENSG00000164220,F2RL2,3539,2151,PAR3,HGNC
43558,,PWAR4,29998,347745,PAR4,HGNC
5916,ENSG00000127533,F2RL3,3540,9002,PAR4,HGNC
224,ENSG00000008710,PKD1,9008,5310,PBP,HGNC
5675,ENSG00000125686,MED1,9234,5469,PBP,HGNC
148,ENSG00000006652,IFRD1,5456,3475,PC4,HGNC
4167,ENSG00000113387,SUB1,19985,10923,PC4,HGNC
4380,ENSG00000115257,PCSK4,8746,54760,PC4,HGNC
13734,ENSG00000174943,KCTD13,22234,253980,PDIP1,HGNC
6276,ENSG00000130589,HELZ2,30021,85441,PDIP1,HGNC
10377,ENSG00000160014,CALM3,1449,808,PHKD,HGNC
8467,ENSG00000143933,CALM2,1445,805,PHKD,HGNC
10414,ENSG00000160209,PDXK,8819,8566,PNK,HGNC
562,ENSG00000039650,PNKP,9154,11284,PNK,HGNC
40008,ENSG00000278570,NR2E3,7974,10002,PNR,HGNC
7089,ENSG00000135569,TAAR5,30236,9038,PNR,HGNC
8916,ENSG00000147202,DIAPH2,2877,1730,POF,HGNC
5509,ENSG00000124429,POF1B,13711,79983,POF,HGNC
5163,ENSG00000121577,POPDC2,17648,64091,POP2,HGNC
34156,ENSG00000253548,PYDC2,33512,152138,POP2,HGNC
6565,ENSG00000132429,POPDC3,17649,64208,POP3,HGNC
41181,ENSG00000289721,PYDC5,53781,107181291,POP3,HGNC
17092,ENSG00000196834,POTEI,37093,653269,POTE2beta,HGNC
22695,ENSG00000222038,POTEJ,37094,653781,POTE2beta,HGNC
3194,ENSG00000105825,TFPI2,11761,7980,PP5,HGNC
302,ENSG00000011485,PPP5C,9322,5536,PP5,HGNC
8217,ENSG00000142515,KLK3,6364,354,PSA,HGNC
8058,ENSG00000141279,NPEPPS,7900,9520,PSA,HGNC
6985,ENSG00000135069,PSAT1,19129,29968,PSA,HGNC
19077,ENSG00000204267,TAP2,44,6891,PSF2,HGNC
6394,ENSG00000131153,GINS2,24575,51659,PSF2,HGNC
4410,ENSG00000115386,REG1A,9951,5967,PSP,HGNC
5668,ENSG00000125650,PSPN,9579,5623,PSP,HGNC
3483,ENSG00000108091,CCDC6,18782,8030,PTC,HGNC
11638,ENSG00000165731,RET,9967,5979,PTC,HGNC
39248,ENSG00000274391,TPTE,12023,7179,PTEN2,HGNC
29689,ENSG00000237984,PTENP1,9589,11191,PTEN2,HGNC
9486,ENSG00000152266,PTH,9606,5741,PTH1,HGNC
16267,ENSG00000187024,PTRH1,27039,138428,PTH1,HGNC
6622,ENSG00000132693,CRP,2367,1401,PTX1,HGNC
1748,ENSG00000087502,ERGIC2,30208,51290,PTX1,HGNC
1062,ENSG00000069011,PITX1,9004,5307,PTX1,HGNC
9954,ENSG00000156467,UQCRB,12582,7381,QP-C,HGNC
11314,ENSG00000164405,UQCRQ,29594,27089,QP-C,HGNC
13866,ENSG00000175595,ERCC4,3436,2072,RAD1,HGNC
12550,ENSG00000169413,RNASE6,10048,6039,RAD1,HGNC
42588,,LINC00914,48604,,RAGE,HGNC
19091,ENSG00000204305,AGER,320,177,RAGE,HGNC
423,ENSG00000023191,RNH1,10074,6050,RAI,HGNC
2982,ENSG00000104881,PPP1R13L,18838,10848,RAI,HGNC
8381,ENSG00000143476,DTL,30288,51514,RAMP,HGNC
5176,ENSG00000121741,ZMYM2,12989,7750,RAMP,HGNC
9137,ENSG00000149090,PAMR1,24554,25891,RAMP,HGNC
2869,ENSG00000104093,DMXL2,2938,23312,RC3,HGNC
9699,ENSG00000154146,NRGN,8000,4900,RC3,HGNC
41783,,DYX1,3108,,RD,HGNC
19108,ENSG00000204356,NELFE,13974,7936,RD,HGNC
4133,ENSG00000113141,IK,5958,3550,RED,HGNC
8382,ENSG00000143479,DYRK3,3094,8444,RED,HGNC
5202,ENSG00000121931,LRIF1,30299,55791,RIF1,HGNC
5007,ENSG00000120210,INSL6,6089,11172,RIF1,HGNC
7427,ENSG00000137275,RIPK1,10019,8737,RIP,HGNC
13528,ENSG00000173744,AGFG1,5175,3267,RIP,HGNC
32651,ENSG00000249992,TMEM158,30293,25907,RIS1,HGNC
12455,ENSG00000169021,UQCRFS1,12587,7386,RIS1,HGNC
13078,ENSG00000171720,HDAC3,4854,8841,RPD3,HGNC
8891,ENSG00000147099,HDAC8,13315,55869,RPD3,HGNC
17023,ENSG00000196591,HDAC2,4853,3066,RPD3,HGNC
8765,ENSG00000146049,KAAG1,21031,353219,RU2,HGNC
8762,ENSG00000146038,DCDC2,18141,51473,RU2,HGNC
6043,ENSG00000128656,CHN1,1943,1123,RhoGAP2,HGNC
6057,ENSG00000128805,ARHGAP22,30320,58504,RhoGAP2,HGNC
7024,ENSG00000135312,HTR1B,5287,3351,S12,HGNC
2743,ENSG00000103035,PSMD7,9565,5713,S12,HGNC
4035,ENSG00000112306,RPS12,10385,6206,S12,HGNC
12875,ENSG00000170889,RPS9,10442,6203,S9,HGNC
3563,ENSG00000108671,PSMD11,9556,5717,S9,HGNC
13076,ENSG00000171711,DEFB4A,2767,1673,SAP1,HGNC
10219,ENSG00000158711,ELK4,3326,2005,SAP1,HGNC
3692,ENSG00000109762,SNX25,21883,83891,SBBI31,HGNC
891,ENSG00000064652,SNX24,21533,28966,SBBI31,HGNC
10675,ENSG00000162367,TAL1,11556,6886,SCL,HGNC
6548,ENSG00000132330,SCLY,18161,51540,SCL,HGNC
5376,ENSG00000123453,SARDH,10536,1757,SDH,HGNC
6992,ENSG00000135094,SDS,10691,10993,SDH,HGNC
8230,ENSG00000142606,MMEL1,14668,79258,SEP,HGNC
11183,ENSG00000164050,PLXNB1,9103,5364,SEP,HGNC
274,ENSG00000011007,ELOA,11620,6924,SIII,HGNC
9750,ENSG00000154582,ELOC,11617,6921,SIII,HGNC
2804,ENSG00000103363,ELOB,11619,6923,SIII,HGNC
30053,ENSG00000239306,RBM14,14219,10432,SIP,HGNC
4530,ENSG00000116161,CACYBP,30423,27101,SIP,HGNC
6555,ENSG00000132376,INPP5K,33882,51763,SKIP,HGNC
9653,ENSG00000153820,SPHKAP,30619,80309,SKIP,HGNC
1329,ENSG00000075945,KIFAP3,17060,22920,SMAP,HGNC
3790,ENSG00000110696,C11orf58,16990,10944,SMAP,HGNC
4118,ENSG00000112983,BRD8,19874,10902,SMAP,HGNC
4733,ENSG00000117632,STMN1,6510,3925,SMN,HGNC
6054,ENSG00000128739,SNRPN,11164,6638,SMN,HGNC
44672,,SRML2,11297,,SPS2,HGNC
14680,ENSG00000179918,SEPHS2,19686,22928,SPS2,HGNC
25105,ENSG00000227689,SRP68P2,30426,252840,SRPSMCR,HGNC
29651,ENSG00000237911,SRP68P3,30428,347717,SRPSMCR,HGNC
2628,ENSG00000102119,EMD,3331,2010,STA,HGNC
42187,,GCY,4211,,STA,HGNC
3737,ENSG00000110080,ST3GAL4,10864,6484,STZ,HGNC
44456,,SIAT5,10865,,STZ,HGNC
9420,ENSG00000151729,SLC25A4,10990,291,T1,HGNC
3774,ENSG00000110448,CD5,1685,921,T1,HGNC
10662,ENSG00000162231,NXF1,8071,10482,TAP,HGNC
7189,ENSG00000136068,FLNB,3755,2317,TAP,HGNC
7711,ENSG00000138768,USO1,30904,8615,TAP,HGNC
2154,ENSG00000100003,SEC14L2,10699,23541,TAP,HGNC
4051,ENSG00000112394,SLC16A10,17027,117247,TAT1,HGNC
3985,ENSG00000112053,SLC26A8,14468,116369,TAT1,HGNC
20615,ENSG00000211806,TRAV25,12122,28658,TCRAV25S1,HGNC
20622,ENSG00000211814,TRAV35,12134,28647,TCRAV25S1,HGNC
20627,ENSG00000211819,TRAV40,12141,28641,TCRAV31S1,HGNC
32337,ENSG00000249048,TRAV31,12130,28651,TCRAV31S1,HGNC
39492,ENSG00000275743,TRBV14,12189,28573,TCRBV14S1,HGNC
20574,ENSG00000211752,TRBV27,12208,28560,TCRBV14S1,HGNC
7919,ENSG00000140307,GTF2A2,4647,2958,TFIIA,HGNC
11557,ENSG00000165417,GTF2A1,4646,2957,TFIIA,HGNC
16561,ENSG00000188342,GTF2F2,4653,2963,TFIIF,HGNC
33084,ENSG00000251254,GTF2F2P1,4654,2964,TFIIF,HGNC
5669,ENSG00000125651,GTF2F1,4652,2962,TFIIF,HGNC
2546,ENSG00000101557,USP14,12612,9097,TGT,HGNC
21148,ENSG00000213339,QTRT1,23797,81890,TGT,HGNC
8221,ENSG00000142538,PTH2,30828,113091,TIP39,HGNC
2189,ENSG00000100109,TFIP11,17165,24144,TIP39,HGNC
578,ENSG00000041982,TNC,5318,3371,TN,HGNC
11108,ENSG00000163815,CLEC3B,11891,7123,TN,HGNC
15638,ENSG00000184470,TXNRD2,18155,10587,TR,HGNC
38408,ENSG00000270141,TERC,11727,7012,TR,HGNC
14910,ENSG00000181104,F2R,3537,2149,TR,HGNC
999,ENSG00000067167,TRAM1,20568,23471,TRAM,HGNC
31380,ENSG00000243414,TICAM2,21354,353376,TRAM,HGNC
17564,ENSG00000198400,NTRK1,8031,4914,TRK,HGNC
8399,ENSG00000143549,TPM3,12012,7170,TRK,HGNC
264,ENSG00000010438,PRSS3,9486,5646,TRY3,HGNC
39736,ENSG00000277083,PRSS3P3,43790,136540,TRY3,HGNC
29255,ENSG00000237048,TTTY12,18493,83867,TTY11,HGNC
14867,ENSG00000180910,TTTY11,18492,83866,TTY11,HGNC
29977,ENSG00000239039,SNORD13,32711,692084,U13,HGNC
29995,ENSG00000239128,SNORD13P3,10112,6078,U13,HGNC
44577,,SNORD13P2,10111,6077,U13,HGNC
29875,ENSG00000238498,SNORD13P1,10110,6076,U13,HGNC
39737,ENSG00000277084,RNU2-4P,10154,26853,U2,HGNC
22836,ENSG00000222465,RNU2-5P,10155,26852,U2,HGNC
22781,ENSG00000222328,RNU2-2P,10152,26855,U2,HGNC
22706,ENSG00000222076,RNU2-3P,10153,26854,U2,HGNC
39280,ENSG00000274585,RNU2-1,10142,6066,U2,HGNC
36974,ENSG00000263934,SNORD3A,33189,780851,U3,HGNC
44620,,SNORD3P4,10178,26842,U3,HGNC
44619,,SNORD3P3,10177,26843,U3,HGNC
44616,,SNORD3F,52239,109616983,U3,HGNC
44615,,SNORD3@,32739,,U3,HGNC
18190,ENSG00000200318,SNORD3P1,10175,6068,U3,HGNC
43872,,RNU3,10156,,U3,HGNC
43878,,RNU3B4,10174,,U3,HGNC
37355,ENSG00000265185,SNORD3B-1,10168,26851,U3a,HGNC
43874,,RNU3A3,10170,,U3a,HGNC
43875,,RNU3B1,10171,,U3b1,HGNC
43876,,RNU3B2,10172,,U3b1,HGNC
22915,ENSG00000222736,RNU4-6P,10199,26838,U4,HGNC
43880,,RNU4-3P,10196,26841,U4,HGNC
38890,ENSG00000272160,RNU4-5P,10198,26839,U4,HGNC
18540,ENSG00000201458,RNU4-4P,10197,26840,U4,HGNC
18595,ENSG00000201628,RNU4-7P,10194,6069,U4,HGNC
18655,ENSG00000201806,RNU4-8P,10195,6070,U4,HGNC
17881,ENSG00000199226,RNU6-50P,10229,26825,U6,HGNC
19669,ENSG00000206625,RNU6-1,10227,26827,U6,HGNC
28472,ENSG00000235284,SNORD62A,10219,26786,U62,HGNC
26790,ENSG00000231587,SNORD62B,23031,692093,U62,HGNC
4860,ENSG00000119048,UBE2B,12473,7320,UBC2,HGNC
1395,ENSG00000077721,UBE2A,12472,7319,UBC2,HGNC
6559,ENSG00000132388,UBE2G1,12482,7326,UBC7,HGNC
15706,ENSG00000184787,UBE2G2,12483,7327,UBC7,HGNC
41794,,EBR3,3136,,ULG4,HGNC
42353,,HOAC,5049,,ULG4,HGNC
16713,ENSG00000188958,UTS2B,30894,257313,URP,HGNC
4418,ENSG00000115446,UNC50,16046,25972,URP,HGNC
25489,ENSG00000228668,TRGV5P,12291,6979,V1S5P,HGNC
24417,ENSG00000226212,TRGV6,12292,6980,V1S5P,HGNC
4513,ENSG00000116039,ATP6V1B1,853,525,VATB,HGNC
8939,ENSG00000147416,ATP6V1B2,854,526,VATB,HGNC
4909,ENSG00000119596,YLPM1,17798,56252,ZAP,HGNC
3215,ENSG00000105939,ZC3HAV1,23721,56829,ZAP,HGNC
31341,ENSG00000243289,AGAP13P,23499,728005,bA548K23.1,HGNC
18983,ENSG00000203942,C10orf62,23294,414157,bA548K23.1,HGNC
26837,ENSG00000231712,H3P5,43798,115482712,p12,HGNC
13841,ENSG00000175482,POLD4,14106,57804,p12,HGNC
4401,ENSG00000115350,POLE4,18755,56655,p12,HGNC
1693,ENSG00000086504,MRPL28,14484,10573,p15,HGNC
24989,ENSG00000227430,H3P9,43801,115482684,p15,HGNC
29644,ENSG00000237888,RPL29P31,35944,284064,p17,HGNC
26105,ENSG00000230111,H3P11,43803,115482708,p17,HGNC
13269,ENSG00000172465,TCEAL1,11616,9338,p21,HGNC
14419,ENSG00000178458,H3P16,42982,644914,p21,HGNC
32060,ENSG00000248205,H3P17,54451,115482694,p23,HGNC
3827,ENSG00000110958,PTGES3,16049,10728,p23,HGNC
9570,ENSG00000152954,NRSN1,17881,140767,p24,HGNC
38714,ENSG00000271296,H3P19,54453,115482709,p24,HGNC
13472,ENSG00000173465,ZNRD2,11328,10534,p27,HGNC
32894,ENSG00000250705,H3P23,54457,115482696,p27,HGNC
3804,ENSG00000110801,PSMD9,9567,5715,p27,HGNC
33036,ENSG00000251118,H3P24,54458,115482697,p28,HGNC
2571,ENSG00000101843,PSMD10,9555,5716,p28,HGNC
3280,ENSG00000106305,AIMP2,20609,7965,p38,HGNC
2343,ENSG00000100591,AHSA1,1189,10598,p38,HGNC
22395,ENSG00000220347,H3P28,54461,115482699,p40,HGNC
4407,ENSG00000115365,LANCL1,6508,10314,p40,HGNC
2325,ENSG00000100519,PSMC6,9553,5706,p42,HGNC
9941,ENSG00000156345,CDK20,21420,23552,p42,HGNC
25000,ENSG00000227443,H3P30,54463,115482700,p42,HGNC
2422,ENSG00000101017,CD40,11919,958,p50,HGNC
35673,ENSG00000258570,H3P40,54470,115482723,p50,HGNC
1222,ENSG00000073282,TP63,15979,8626,p51,HGNC
37469,ENSG00000265541,H3P41,42979,100420410,p51,HGNC
38800,ENSG00000271626,H3P42,54471,115482704,p52,HGNC
11465,ENSG00000164985,PSIP1,9527,11168,p52,HGNC
24529,ENSG00000226436,H3P43,54472,100506811,p54,HGNC
4607,ENSG00000116754,SRSF11,10782,9295,p54,HGNC
17195,ENSG00000197170,PSMD12,9557,5718,p55,HGNC
24741,ENSG00000226881,H3P44,42981,347376,p55,HGNC
4700,ENSG00000117461,PIK3R3,8981,8503,p55,HGNC
1314,ENSG00000075618,FSCN1,11148,6624,p55,HGNC
5330,ENSG00000123106,CCDC91,24855,55297,p56,HGNC
24891,ENSG00000227211,H3P45,54473,115482705,p56,HGNC
10537,ENSG00000161011,SQSTM1,11280,8878,p62,HGNC
20999,ENSG00000213024,NUP62,8066,23636,p62,HGNC
28269,ENSG00000234816,H2AC5P,4728,10341,pH2A/f,HGNC
17080,ENSG00000196787,H2AC11,4737,8969,pH2A/f,HGNC
39337,ENSG00000274962,TEX28P1,33356,728447,pTEX,HGNC
39717,ENSG00000277008,TEX28P2,33357,653363,pTEX,HGNC
