HGNC_ID,ENSG_ID,NCBI_ID,captured_status,captured_category_list,primary_gene_symbol,gene_symbol,alternate_abbreviation_status_w_no_context
HGNC:16843,"ENSG00000293529, ENSG00000150175",GENE ID:728798,TRUE,"Previous Symbol, Prefix Gene Group Symbol",FRMPD2B,PDZD5A,FALSE
HGNC:42171,ENSG00000232928,GENE ID:100133180,TRUE,Previous Symbol,DDX3P1,DDX3YP1,FALSE
HGNC:18949,ENSG00000227840,GENE ID:337981,TRUE,"Previous Symbol, Prefix Gene Group Symbol",KRTAP8-3P,KRTAP8P2,FALSE
HGNC:10039,ENSG00000263740,GENE ID:6030,TRUE,Previous Symbol,RN7SL4P,RN7SL427P,FALSE
HGNC:4162,ENSG00000106105,GENE ID:2617,TRUE,"Previous Symbol, Prefix Condition Symbol",GARS1,CMT2D,FALSE
HGNC:20188,ENSG00000165506,GENE ID:55172,TRUE,"Previous Symbol, Placeholder Symbol",DNAAF2,C14ORF104,FALSE
HGNC:35372,ENSG00000283867,GENE ID:100302174,TRUE,Gene Identifier Symbol,MIR1307,HSA-MIR-1307,FALSE
HGNC:33270,ENSG00000228836,GENE ID:441521,TRUE,Prefix Gene Group Symbol,CT45A5,CT45-4,FALSE
HGNC:6210,ENSG00000085117,GENE ID:3732,TRUE,"Previous Symbol, Withdrawn MGI Symbol",CD82,KAI1,FALSE
HGNC:2300,ENSG00000080618,GENE ID:1361,TRUE,Prefix Gene Group Symbol,CPB2,CPU,FALSE
HGNC:21290,ENSG00000171611,GENE ID:171558,TRUE,Prefix Condition Symbol,PTCRA,IMD126,FALSE
HGNC:8680,"ENSG00000171815, ENSG00000291669",GENE ID:29930,TRUE,Prefix Gene Group Symbol,PCDHB1,PCDH-BETA1,TRUE
HGNC:29602,ENSG00000162493,GENE ID:10630,TRUE,Previous Symbol,PDPN,HT1A-1,FALSE
HGNC:18869,ENSG00000179168,GENE ID:199720,TRUE,Placeholder Symbol,GGN,MGC33369,FALSE
HGNC:8609,ENSG00000140694,GENE ID:5073,TRUE,Prefix Condition Symbol,PARN,DKCB6,FALSE
HGNC:28404,ENSG00000213047,GENE ID:163486,TRUE,"Previous Symbol, Placeholder Symbol",DENND1B,FAM31B,FALSE
HGNC:17008,ENSG00000163781,GENE ID:11073,TRUE,Ortholog Symbol,TOPBP1,DPB11,FALSE
HGNC:31577,ENSG00000283762,GENE ID:406982,TRUE,Prefix Gene Group Symbol,MIR20A,miR-20,TRUE
HGNC:25338,ENSG00000139200,GENE ID:196500,TRUE,Placeholder Symbol,PIANP,DKFZP547D2210,FALSE
HGNC:7157,"ENSG00000099953, ENSG00000275365",GENE ID:4320,TRUE,"Previous Symbol, Withdrawn MGI Symbol",MMP11,STMY3,FALSE
HGNC:32615,ENSG00000207112,GENE ID:684959,TRUE,Prefix Gene Group Symbol,SNORA25,SNORA25A,FALSE
HGNC:26686,ENSG00000178796,GENE ID:284485,TRUE,"Previous Symbol, Placeholder Symbol",RIIAD1,C1orf230,FALSE
HGNC:5047,ENSG00000125944,GENE ID:10236,TRUE,Prefix Condition Symbol,HNRNPR,NEDDFSB,FALSE
HGNC:23159,ENSG00000119523,GENE ID:85365,TRUE,Clone Symbol,ALG2,FLJ14511,FALSE
HGNC:24049,ENSG00000167311,GENE ID:116969,TRUE,Prefix Gene Group Symbol,ART5,ARTC5,FALSE
HGNC:589,ENSG00000057663,GENE ID:9474,TRUE,Prefix Condition Symbol,ATG5,SCAR25,FALSE
HGNC:11209,ENSG00000105866,GENE ID:6671,TRUE,Placeholder Symbol,SP4,MGC130009,FALSE
HGNC:4789,ENSG00000278705,GENE ID:8366,TRUE,Prefix Gene Group Symbol,H4C2,H4C3,FALSE
HGNC:34981,set(),GENE ID:100189412,TRUE,"Previous Symbol, Prefix Gene Group Symbol",TRD-GTC2-1,TRNAD18,FALSE
HGNC:25076,ENSG00000142794,GENE ID:84224,TRUE,Withdrawn MGI Symbol,NBPF3,AE2,FALSE
HGNC:4931,ENSG00000206503,GENE ID:3105,TRUE,Prefix Gene Group Symbol,HLA-A,HLAA,TRUE
HGNC:20014,ENSG00000180189,GENE ID:319130,TRUE,Previous Symbol,HMGB1P14,HMGB1L14,TRUE
HGNC:24931,ENSG00000126970,GENE ID:55906,TRUE,Prefix Condition Symbol,ZC4H2,WRWFFR,FALSE
HGNC:34682,set(),GENE ID:100189120,TRUE,Prefix Gene Group Symbol,TRD-GTC2-5,tRNA-Asp-GTC-2-5,TRUE
HGNC:7602,ENSG00000197535,GENE ID:4644,TRUE,Previous Symbol,MYO5A,MYH12,FALSE
HGNC:25335,ENSG00000167257,GENE ID:257160,TRUE,Placeholder Symbol,RNF214,DKFZp547C195,FALSE
HGNC:43334,ENSG00000252456,GENE ID:100873684,TRUE,Previous Symbol,RNA5SP434,RN5S434,FALSE
HGNC:431,ENSG00000264958,GENE ID:243,TRUE,"Previous Symbol, Withdrawn MGI Symbol",ALOX12P1,ALOX12P,FALSE
HGNC:41643,set(),GENE ID:100616386,TRUE,Gene Identifier Symbol,MIR4654,hsa-mir-4654,FALSE
HGNC:42015,ENSG00000238086,GENE ID:100418740,TRUE,"Previous Symbol, Placeholder Symbol",PPP1R26P1,KIAA0649P1,FALSE
HGNC:4790,ENSG00000276966,GENE ID:8367,TRUE,Prefix Condition Symbol,H4C5,TEBIVANED3,FALSE
HGNC:25792,ENSG00000103005,GENE ID:79650,TRUE,"Previous Symbol, Placeholder Symbol",USB1,C16ORF57,FALSE
HGNC:18885,ENSG00000221937,GENE ID:259286,TRUE,Previous Symbol,TAS2R40,GPR60,FALSE
HGNC:6416,ENSG00000186847,GENE ID:3861,TRUE,Prefix Condition Symbol,KRT14,EBS1B,FALSE
HGNC:28270,ENSG00000198858,GENE ID:91300,TRUE,"Previous Symbol, Placeholder Symbol",R3HDM4,C19ORF22,FALSE
HGNC:3437,ENSG00000134899,GENE ID:2073,TRUE,"Prefix Gene Group Symbol, Prefix Condition Symbol, Withdrawn MGI Symbol",ERCC5,XPG,FALSE
HGNC:41909,ENSG00000243317,GENE ID:647087,TRUE,"Previous Symbol, Placeholder Symbol",STMP1,C7orf73,FALSE
HGNC:34768,set(),GENE ID:100189205,TRUE,Prefix Gene Group Symbol,TRS-CGA3-1,tRNA-Ser-CGA-3-1,TRUE
HGNC:6898,ENSG00000166986,GENE ID:4141,TRUE,Prefix Condition Symbol,MARS1,SPG70,FALSE
HGNC:4193,ENSG00000131979,GENE ID:2643,TRUE,"Previous Symbol, Prefix Condition Symbol",GCH1,DYT5,FALSE
HGNC:11950,"ENSG00000288250, ENSG00000130595",GENE ID:7140,TRUE,Placeholder Symbol,TNNT3,DKFZP779M2348,FALSE
HGNC:20246,ENSG00000129472,GENE ID:84932,TRUE,Clone Symbol,RAB2B,FLJ14824,FALSE
HGNC:4113,ENSG00000178950,GENE ID:2580,TRUE,Prefix Gene Group Symbol,GAK,DNAJC26,FALSE
HGNC:26341,ENSG00000172073,GENE ID:200523,TRUE,"Previous Symbol, Placeholder Symbol",SPMIP9,C2ORF51,FALSE
HGNC:16935,ENSG00000197548,GENE ID:10533,TRUE,Placeholder Symbol,ATG7,DKFZP434N0735,FALSE
HGNC:38178,set(),GENE ID:100423041,TRUE,Gene Identifier Symbol,MIR4296,hsa-mir-4296,FALSE
HGNC:8182,ENSG00000221888,GENE ID:26188,TRUE,Prefix Gene Group Symbol,OR1C1,ORL211,FALSE
HGNC:2895,ENSG00000135960,GENE ID:10913,TRUE,Prefix Condition Symbol,EDAR,EDA1R,FALSE
HGNC:32896,ENSG00000207821,GENE ID:693225,TRUE,Gene Identifier Symbol,MIR640,HSA-MIR-640,FALSE
HGNC:35342,ENSG00000221537,GENE ID:100313830,TRUE,Gene Identifier Symbol,MIR548H1,HSA-MIR-548H-1,FALSE
HGNC:52930,ENSG00000267123,GENE ID:101928710,TRUE,Previous Symbol,SCAT1,LINC02081,FALSE
HGNC:37217,ENSG00000233802,GENE ID:729384,TRUE,"Previous Symbol, Prefix Gene Group Symbol",TRIM49D2,TRIM49D2P,FALSE
HGNC:15664,ENSG00000102595,GENE ID:55757,TRUE,"Previous Symbol, Clone Symbol",UGGT2,FLJ11485,FALSE
HGNC:28682,ENSG00000181007,GENE ID:284406,TRUE,"Previous Symbol, Placeholder Symbol",ZFP82,KIAA1948,FALSE
HGNC:7127,ENSG00000076242,GENE ID:4292,TRUE,Prefix Condition Symbol,MLH1,MMRCS1,FALSE
HGNC:3308,ENSG00000139610,GENE ID:1990,TRUE,"Previous Symbol, Withdrawn MGI Symbol",CELA1,ELA1,FALSE
HGNC:17780,ENSG00000169067,GENE ID:345651,TRUE,Prefix Gene Group Symbol,ACTBL2,ACT,FALSE
HGNC:2206,ENSG00000081052,GENE ID:1286,TRUE,Prefix Condition Symbol,COL4A4,BFH,FALSE
HGNC:24466,ENSG00000182253,GENE ID:23336,TRUE,Withdrawn MGI Symbol,SYNM,SYN,TRUE
HGNC:38962,ENSG00000283874,GENE ID:100500872,TRUE,Gene Identifier Symbol,MIR3911,HSA-MIR-3911,FALSE
HGNC:3009,ENSG00000197635,GENE ID:1803,TRUE,Previous Symbol,DPP4,ADCP2,FALSE
HGNC:16705,ENSG00000112941,GENE ID:11044,TRUE,"Previous Symbol, Withdrawn MGI Symbol",TENT4A,POLS,FALSE
HGNC:7191,ENSG00000260347,GENE ID:27187,TRUE,Previous Symbol,MOCS1P1,MOCS1P2,FALSE
HGNC:28668,ENSG00000181798,GENE ID:151477,TRUE,"Previous Symbol, Placeholder Symbol",LINC00471,C2orf52,FALSE
HGNC:38866,ENSG00000250709,GENE ID:100526761,TRUE,Previous Symbol,CCDC169-SOHLH2,C13orf38-SOHLH2,FALSE
HGNC:1382,ENSG00000178538,GENE ID:767,TRUE,"Previous Symbol, Prefix Gene Group Symbol",CA8,CALS,FALSE
HGNC:5969,ENSG00000168811,GENE ID:3592,TRUE,"Prefix Gene Group Symbol, Withdrawn MGI Symbol",IL12A,IL-12A,TRUE
HGNC:23459,ENSG00000188234,GENE ID:119016,TRUE,Previous Symbol,AGAP4,CTGLF5,FALSE
HGNC:14556,ENSG00000205846,GENE ID:93978,TRUE,"Ortholog Symbol, Prefix Gene Group Symbol",CLEC6A,CLEC4N,FALSE
HGNC:6399,ENSG00000025800,GENE ID:23633,TRUE,Prefix Gene Group Symbol,KPNA6,IPOA7,FALSE
HGNC:27882,ENSG00000247151,GENE ID:338739,TRUE,Previous Symbol,CSTF3-DT,CSTF3-AS1,FALSE
HGNC:20266,ENSG00000120697,GENE ID:29880,TRUE,Prefix Condition Symbol,ALG5,PKD7,FALSE
HGNC:20152,ENSG00000136367,GENE ID:85446,TRUE,"Previous Symbol, Prefix Gene Group Symbol",ZFHX2,ZNF409,FALSE
HGNC:32792,ENSG00000199109,GENE ID:693121,TRUE,"Previous Symbol, Prefix Gene Group Symbol, Withdrawn MGI Symbol",MIR411,MIRN411,TRUE
HGNC:21901,ENSG00000203721,GENE ID:554279,TRUE,"Previous Symbol, Placeholder Symbol",LINC00862,C1orf98,FALSE
HGNC:24641,ENSG00000103544,GENE ID:57020,TRUE,"Previous Symbol, Ortholog Symbol, Placeholder Symbol",VPS35L,C16ORF62,FALSE
HGNC:18637,ENSG00000243910,GENE ID:80086,TRUE,Clone Symbol,TUBA4B,FLJ13940,FALSE
HGNC:14248,ENSG00000099917,GENE ID:51586,TRUE,Previous Symbol,MED15,TNRC7,FALSE
HGNC:31558,ENSG00000207797,GENE ID:406963,TRUE,"Previous Symbol, Prefix Gene Group Symbol, Withdrawn MGI Symbol",MIR187,MIRN187,TRUE
HGNC:25900,ENSG00000119280,GENE ID:84886,TRUE,Placeholder Symbol,C1orf198,DKFZP667D152,FALSE
HGNC:32076,ENSG00000207609,GENE ID:574444,TRUE,Prefix Gene Group Symbol,MIR491,mir-491,TRUE
HGNC:43476,set(),GENE ID:100847042,TRUE,Gene Identifier Symbol,MIR5572,hsa-mir-5572,FALSE
HGNC:31647,ENSG00000207807,GENE ID:407052,TRUE,"Previous Symbol, Prefix Gene Group Symbol",MIR95,MIRN95,TRUE
HGNC:11630,ENSG00000275410,GENE ID:6928,TRUE,Previous Symbol,HNF1B,HPC11,FALSE
HGNC:28324,ENSG00000167664,GENE ID:126259,TRUE,Placeholder Symbol,TMIGD2,MGC23244,FALSE
HGNC:23512,ENSG00000166024,GENE ID:27291,TRUE,"Previous Symbol, Placeholder Symbol",R3HCC1L,C10orf28,FALSE
HGNC:32847,ENSG00000208025,GENE ID:693176,TRUE,Gene Identifier Symbol,MIR591,HSA-MIR-591,FALSE
HGNC:7785,ENSG00000147862,GENE ID:4781,TRUE,Prefix Gene Group Symbol,NFIB,NFIB3,FALSE
HGNC:23304,ENSG00000165828,GENE ID:118471,TRUE,Withdrawn MGI Symbol,PRAP1,UPA,FALSE
HGNC:20341,ENSG00000175048,GENE ID:79683,TRUE,Clone Symbol,ZDHHC14,FLJ20984,FALSE
HGNC:32159,ENSG00000148824,GENE ID:92170,TRUE,"Previous Symbol, Withdrawn MGI Symbol",MTG1,GTPBP7,FALSE
HGNC:13841,ENSG00000112414,GENE ID:57211,TRUE,Prefix Condition Symbol,ADGRG6,LCCS9,FALSE
HGNC:1366,"ENSG00000160323, ENSG00000281244",GENE ID:11093,TRUE,"Prefix Condition Symbol, Withdrawn MGI Symbol",ADAMTS13,TTP,FALSE
HGNC:12370,ENSG00000106477,GENE ID:95681,TRUE,Clone Symbol,CEP41,FLJ22445,FALSE
HGNC:32065,ENSG00000199092,GENE ID:574434,TRUE,"Previous Symbol, Prefix Gene Group Symbol, Withdrawn MGI Symbol",MIR410,MIRN410,TRUE
HGNC:17039,ENSG00000182087,GENE ID:91304,TRUE,"Previous Symbol, Placeholder Symbol",TMEM259,C19orf6,FALSE
HGNC:26194,ENSG00000275074,GENE ID:79873,TRUE,Clone Symbol,NUDT18,FLJ22494,FALSE
HGNC:1514,ENSG00000036828,GENE ID:846,TRUE,Previous Symbol,CASR,HHC,FALSE
HGNC:8258,ENSG00000237988,GENE ID:442197,TRUE,"Previous Symbol, Prefix Gene Group Symbol",OR2I1,OR2I6,FALSE
HGNC:27606,ENSG00000176472,GENE ID:284346,TRUE,Clone Symbol,ZNF575,FLJ32567,FALSE
HGNC:9969,ENSG00000035928,GENE ID:5981,TRUE,Withdrawn MGI Symbol,RFC1,RECC1,FALSE
HGNC:6138,ENSG00000005961,GENE ID:3674,TRUE,Prefix Condition Symbol,ITGA2B,GT1,FALSE
HGNC:10982,"ENSG00000292099, ENSG00000115840",GENE ID:8604,TRUE,Ortholog Symbol,SLC25A12,ARALAR1,FALSE
HGNC:25945,ENSG00000185305,GENE ID:54622,TRUE,Clone Symbol,ARLć15.00,FLJ20051,FALSE
HGNC:4250,ENSG00000100031,GENE ID:2678,TRUE,"Prefix Gene Group Symbol, Gene Identifier Symbol",GGT1,CD224,FALSE
HGNC:9956,ENSG00000104856,GENE ID:5971,TRUE,Prefix Condition Symbol,RELB,IMD53,FALSE
HGNC:53,ENSG00000023839,GENE ID:1244,TRUE,Prefix Gene Group Symbol,ABCC2,ABC30,FALSE
HGNC:17165,ENSG00000100109,GENE ID:24144,TRUE,Ortholog Symbol,TFIP11,STIP-1,FALSE
HGNC:3712,ENSG00000119782,GENE ID:2281,TRUE,Prefix Gene Group Symbol,FKBP1B,FKBP9,FALSE
HGNC:20449,ENSG00000276747,GENE ID:353238,TRUE,Prefix Condition Symbol,PADI6,PREMBL2,FALSE
HGNC:12269,ENSG00000213689,GENE ID:11277,TRUE,Prefix Condition Symbol,TREX1,RVCLS,FALSE
HGNC:11930,ENSG00000125735,GENE ID:8740,TRUE,"Prefix Gene Group Symbol, Gene Identifier Symbol",TNFSF14,CD258,FALSE
HGNC:13243,ENSG00000105983,GENE ID:64327,TRUE,"Previous Symbol, Prefix Condition Symbol",LMBR1,PPD2,FALSE
HGNC:41666,ENSG00000266517,GENE ID:100616474,TRUE,Gene Identifier Symbol,MIR4715,HSA-MIR-4715,FALSE
HGNC:10346,ENSG00000165502,GENE ID:6166,TRUE,"Previous Symbol, Ortholog Symbol, Prefix Gene Group Symbol, Gene Interaction Symbol",RPL36AL,RPL36A,FALSE
HGNC:21916,ENSG00000106125,GENE ID:84182,TRUE,Clone Symbol,MINDY4,FLJ22374,FALSE
HGNC:11729,ENSG00000132604,GENE ID:7014,TRUE,Previous Symbol,TERF2,TRBF2,TRUE
HGNC:25405,ENSG00000181982,GENE ID:91050,TRUE,Placeholder Symbol,CCDC149,DKFZp761B107,FALSE
HGNC:43910,ENSG00000255733,GENE ID:100885789,TRUE,Withdrawn MGI Symbol,IFNG-AS1,TMEVPG1,FALSE
HGNC:1730,ENSG00000008128,GENE ID:728642,TRUE,Prefix Gene Group Symbol,CDK11A,CDK11-P46,FALSE
HGNC:28952,ENSG00000151503,GENE ID:23310,TRUE,Placeholder Symbol,NCAPD3,KIAA0056,FALSE
HGNC:35257,ENSG00000221525,GENE ID:100302157,TRUE,"Previous Symbol, Prefix Gene Group Symbol",MIR1185-1,MIRN1185-1,TRUE
HGNC:29233,ENSG00000088888,GENE ID:57506,TRUE,Prefix Gene Group Symbol,MAVS,Cardif,FALSE
HGNC:37260,ENSG00000250317,GENE ID:389203,TRUE,"Previous Symbol, Placeholder Symbol",SMIM20,C4orf52,FALSE
HGNC:3673,ENSG00000158815,GENE ID:8822,TRUE,Prefix Gene Group Symbol,FGF17,FGF-17,TRUE
HGNC:50030,ENSG00000273778,GENE ID:102465458,TRUE,Gene Identifier Symbol,MIR6765,HSA-MIR-6765,FALSE
HGNC:438,ENSG00000162551,GENE ID:249,TRUE,Prefix Condition Symbol,ALPL,HPPO,FALSE
HGNC:34541,set(),GENE ID:100189541,TRUE,Prefix Gene Group Symbol,TRV-CAC1-4,tRNA-Val-CAC-1-4,TRUE
HGNC:3595,ENSG00000083857,GENE ID:2195,TRUE,"Previous Symbol, Withdrawn MGI Symbol",FAT1,FAT,FALSE
HGNC:19690,ENSG00000224924,GENE ID:387486,TRUE,"Previous Symbol, Placeholder Symbol",LINC00320,C21ORF131,FALSE
HGNC:26195,ENSG00000132321,GENE ID:79781,TRUE,Clone Symbol,IQCA1,FLJ22527,FALSE
HGNC:34980,set(),GENE ID:100189411,TRUE,Prefix Gene Group Symbol,TRA-AGC13-1,tRNA-Ala-AGC-13-1,TRUE
HGNC:35070,set(),GENE ID:100189495,TRUE,Prefix Gene Group Symbol,TRD-GTC10-1,tRNA-Asp-GTC-10-1,TRUE
HGNC:4507,ENSG00000136928,GENE ID:9568,TRUE,"Previous Symbol, Withdrawn MGI Symbol",GABBR2,GPR51,FALSE
HGNC:4439,ENSG00000185245,GENE ID:2811,TRUE,Prefix Condition Symbol,GP1BA,BDPLT3,FALSE
HGNC:51196,ENSG00000231210,GENE ID:100996266,TRUE,Previous Symbol,COMETT,LINC01510,FALSE
HGNC:8811,ENSG00000067992,GENE ID:5165,TRUE,Prefix Condition Symbol,PDK3,CMTX6,FALSE
HGNC:14758,"ENSG00000176510, ENSG00000285252",GENE ID:392133,TRUE,"Previous Symbol, Prefix Gene Group Symbol, Gene Identifier Symbol",OR10AC1,OR10AC1P,FALSE
HGNC:25900,ENSG00000119280,GENE ID:84886,TRUE,Clone Symbol,C1orf198,FLJ38847,FALSE
HGNC:33650,ENSG00000216179,GENE ID:100126308,TRUE,Gene Identifier Symbol,MIR541,HSA-MIR-541,FALSE
HGNC:15310,ENSG00000172154,GENE ID:120586,TRUE,Prefix Gene Group Symbol,OR8I2,OR11-170,FALSE
HGNC:7406,ENSG00000125148,GENE ID:4502,TRUE,Prefix Gene Group Symbol,MT2A,MT-II,FALSE
HGNC:33165,ENSG00000234880,GENE ID:727699,TRUE,"Previous Symbol, Placeholder Symbol",LINC00163,C21ORF134,FALSE
HGNC:26048,ENSG00000164941,GENE ID:55656,TRUE,Clone Symbol,INTS8,FLJ20530,FALSE
HGNC:9305,ENSG00000156475,GENE ID:5521,TRUE,"Previous Symbol, Prefix Condition Symbol",PPP2R2B,SCA12,FALSE
HGNC:2843,"ENSG00000285482, ENSG00000185000",GENE ID:8694,TRUE,Previous Symbol,DGAT1,ARGP1,FALSE
HGNC:19849,ENSG00000179008,GENE ID:317761,TRUE,Prefix Condition Symbol,C14orf39,SPGF52,FALSE
HGNC:2255,ENSG00000106789,GENE ID:7464,TRUE,Prefix Gene Group Symbol,CORO2A,WDR2,FALSE